appln_id,weighted_weak_ties,age,KR.x,techsum,d_index,c_index,D_index,citation_num,docdb_family_size,appln_auth,appln_filing_year,appln_kind,science_intensity,avg,sect.y,avg2,focal_aid,tie_strength,Bool_weak,weighted_tie_strengh,Bool_weighted_weak,new_Bool_weighted_weak,IPC_LIST,number_of_ipc4,ipc_distance
49167330,2,0.0,0.966808401,0.0,0.155217391,0.0,0.064516129,4,14,US,1981,A,0.2,0.0,4,0.0,49167330,0.0,1,0.0,1,弱链接,A61K;C07F;G01N,3,0.7414198800973816
49168876,2,33.0,0.815832106,1293.5,0.381905611,0.0,0.014925373,2,5,US,1988,A,0.804878049,0.0,4,0.0,49168876,0.0,2,0.0,2,,A61K;C07K;C12P;A61P,4,0.5308988788467724
49170165,2,0.0,0.788008379,0.0,0.337998695,0.015573795,0.006437768,9,42,US,2005,A,0.752380952,0.0,4,0.0,49170165,0.0,2,0.0,2,,A61K;C12N,2,0.515266476217991
49171860,1,34.5,0.902046101,596.0,0.162725653,0.0,0.014705882,4,35,US,1999,A,0.908163265,0.0,2,0.0,49171860,0.0,1,0.0,1,弱链接,A01K;G01N;C12N;C12P;A61K;C07K;A61P;C12Q,8,0.5982665969649794
49172622,2,17.0,0.786710547,576.0,0.111255411,0.0,0.05,1,7,US,2002,A,0.666666667,0.0,4,0.0,49172622,0.0,1,0.0,1,弱链接,C07D;A61K;A61P;C07B,4,0.6401684680510565
49173680,2,47.0,0.7150031,1142.5,0.0,0.0,0.0,0,10,US,2002,A,0.957446809,0.0,4,0.0,49173680,0.0,2,0.0,2,,A61K;C07C;A61P,3,0.5796044039948274
49175972,0,14.66666667,0.872504708,367.3333333,1.0,0.0,1.0,1,10,US,1999,A,0.956521739,0.049309665,1,0.002431443,49175972,0.0416666666666666,0,0.074245939675174,0,强链接,G01N;C12P;C12N;A61K;C07K;A61P;C12Q,7,0.548146138089051
49177027,2,0.0,0.851266254,0.0,0.185439967,0.0,0.001713796,2,6,US,1999,A,0.875,0.0,2,0.0,49177027,0.0,1,0.0,1,弱链接,G01N;C12N;A61K;C07K;A61P;C12Q,6,0.5480386160131006
49177092,2,48.0,0.0,2136.0,0.430059524,0.0,0.107142857,3,1,US,2002,A,0.924528302,0.0,1,0.0,49177092,0.0,2,0.0,2,,A61K,1,0.0
49178406,1,42.5,0.629589883,970.0,0.463856838,0.0,0.033898305,2,13,US,2002,A,0.852941176,0.0,4,0.0,49178406,0.0,1,0.0,1,弱链接,A61K;C07K;A61P,3,0.4893756675274577
49180981,0,44.0,0.893206887,782.0,0.0,0.0,0.0,0,12,US,1999,A,0.981132075,0.155698234,4,0.02424194,49180981,0.0378787878787878,0,0.1547049441786284,0,强链接,C12R;G01N;C12P;C12N;A61K;C07K;A61P;C12Q,8,0.5745356844882591
49185643,0,13.0,0.895178569,242.5,0.318890661,0.0,0.043478261,2,2,US,1994,A,0.894736842,0.01986755,1,0.000395,49185643,0.025,0,0.0196078431372549,0,强链接,A61K;C07K;C12N;A61L,4,0.5982629590145144
49187863,2,0.0,0.775627393,0.0,0.122977583,0.0,0.017241379,1,17,US,1994,A,0.4375,0.0,1,0.0,49187863,0.0,2,0.0,2,,A61K;A61P;C08B,3,0.5847312501581289
49188534,2,0.0,0.971431965,0.0,0.477936921,0.0,0.015503876,2,2,US,2005,A,0.0,0.0,4,0.0,49188534,0.0,2,0.0,2,,A61F;A61L;A61K,3,0.5436027393440539
49207349,2,72.5,0.780149762,724.0,0.204960317,0.0,0.015151515,1,18,US,1999,A,0.090909091,0.0,4,0.0,49207349,0.0161290322580645,0,0.0138888888888888,0,强链接,A61K;A61P;A23K,3,0.617440654324006
49207361,2,72.5,0.780149762,724.0,0.474154723,0.078952361,0.011363636,3,6,US,1999,A,0.166666667,0.0,4,0.0,49207361,0.0161290322580645,0,0.0138888888888888,0,强链接,A61K;A61P;A23K,3,0.617440654324006
49217383,2,0.0,0.0,0.0,0.0,0.0,0.0,0,4,US,1994,A,0.692307692,0.0,4,0.0,49217383,0.0,2,0.0,2,,A61K,1,0.0
49217972,2,0.0,0.804610494,0.0,0.056253225,0.0,0.003067485,1,35,US,2002,A,0.090909091,0.0,1,0.0,49217972,0.0425531914893617,0,0.0207986688851913,0,强链接,C12P;C12N;A61K;C07K;A61P,5,0.5227169761817981
49218775,1,7.5,0.843703976,243.0,0.466666667,0.0,0.166666667,1,2,US,1988,A,0.666666667,0.0,4,0.0,49218775,0.0,1,0.0,1,弱链接,A61K;C07C,2,0.7647426152513384
49220178,1,27.0,0.720119806,57.5,0.0,0.0,0.0,0,8,US,2003,A,0.166666667,0.0,4,0.0,49220178,0.0,1,0.0,1,弱链接,C07D;A61K;C07K;A61P,4,0.5529630212393958
49221060,0,22.66666667,0.815501678,370.6666667,0.613461538,0.0,0.15,3,11,US,1994,A,0.863636364,0.195724326,7,0.038308012,49221060,0.0889334045584045,0,0.1869619263475999,0,强链接,C12P;C12N;A61K;C07K;A61P,5,0.5227169761817981
49221446,2,48.0,0.812065788,1545.0,0.0,0.0,0.0,0,1,US,1994,A,0.958333333,0.0,4,0.0,49221446,0.0,1,0.0,1,弱链接,A61K;C07K;C12N,3,0.534097436181494
49223736,2,0.0,0.776399706,0.0,0.2,0.0,0.2,1,14,US,2002,A,0.9,0.0,1,0.0,49223736,0.0465116279069767,0,0.0693641618497109,0,强链接,C07D;A61K;C07H;A61P,4,0.5800899722231112
49225340,1,8.0,0.299503281,139.0,0.372444342,0.0,0.017699115,4,10,US,2002,A,0.532258065,0.0,1,0.0,49225340,0.0,1,0.0,1,弱链接,A61K;A61P,2,0.40579033829646605
49226640,0,16.0,0.793629362,551.0,0.592132668,0.000398,0.009137056,24,17,US,2003,A,0.463963964,0.0220022,2,0.000484,49226640,0.0210526315789473,0,0.0147383935151068,0,强链接,A61K;C07K;C12N,3,0.534097436181494
49228095,2,0.0,0.0,0.0,0.256666667,0.0,0.090909091,2,3,US,1999,A,0.945054945,0.0,1,0.0,49228095,0.0,1,0.0,1,弱链接,A61K,1,0.0
49229019,2,0.0,0.783588916,0.0,0.40142775,0.0,0.019955654,18,13,US,1999,A,0.190909091,0.0,4,0.0,49229019,0.0,1,0.0,1,弱链接,C07D;A61K;C07F;A61P,4,0.5723179492814549
49230285,2,0.0,0.828218013,0.0,1.0,0.0,1.0,1,4,US,1981,A,0.0,0.0,4,0.0,49230285,0.0,1,0.0,1,弱链接,C07D;C12R;C12P;A61K;A61P,5,0.6076255898678331
49234720,1,15.0,0.898362399,422.0,0.0,0.0,0.0,0,15,US,1994,A,0.942857143,0.0,4,0.0,49234720,0.0,1,0.0,1,弱链接,C12R;G01N;C12N;A61K;C07K,5,0.6227912033128482
49236706,2,0.0,0.834398316,0.0,0.068055054,0.0,0.003533569,1,8,US,2002,A,0.824561404,0.0,4,0.0,49236706,0.0,1,0.0,1,弱链接,C07D;C12N;A61K;C07K;A61P;C12Q,6,0.5632435289862526
49237231,0,7.666666667,0.852119665,80.33333333,0.0,0.0,0.0,0,8,US,1994,A,0.909090909,0.070921986,7,0.005029928,49237231,0.0720373376623376,1,0.0681142980608221,1,弱链接,C12R;C12P;C12N;A61K;C07K;A61P,6,0.5625382268497431
49237761,0,21.5,0.920409992,4683.0,0.238057041,0.0,0.014492754,1,9,US,2006,A,0.857142857,0.654589764,4,0.42848776,49237761,0.0350877192982456,0,0.6480617661251408,0,强链接,C12P;C12N;A61K;A01N;C07K,5,0.5718851448551115
49247459,2,0.0,0.985684403,0.0,0.105540966,0.0,0.0125,1,6,US,2002,A,0.636363636,0.0,4,0.0,49247459,0.0384615384615384,0,0.1142857142857142,0,强链接,A61K;C07F;A61B,3,0.8043687860976348
49250177,0,14.5,0.900222881,1718.5,0.0,0.0,0.0,0,10,US,2002,A,0.976190476,0.052888527,2,0.002797196,49250177,0.0139860139860139,0,0.0385299347954949,0,强链接,C12R;G01N;C12P;C12N;A61K;C07K;A61P;C12Q,8,0.5745356844882591
49250412,2,0.0,0.746798053,0.0,0.0,0.0,0.0,0,1,US,1994,A,0.720930233,0.0,4,0.0,49250412,0.0,1,0.0,1,弱链接,A61K;C07K,2,0.5653148564634705
49252032,2,0.0,0.55245459,0.0,0.06708893,0.0,0.03125,1,7,US,1988,A,0.777777778,0.0,2,0.0,49252032,0.0,1,0.0,1,弱链接,C07D;A61K;A61P,3,0.5585213767579899
49255002,2,39.0,0.55245459,471.5,0.048041311,0.0,0.025641026,1,7,US,1988,A,0.777777778,0.0,2,0.0,49255002,0.0,1,0.0,1,弱链接,C07D;A61K;A61P,3,0.5585213767579899
49261373,2,0.0,0.890990431,0.0,0.0,0.0,0.0,0,5,US,2002,A,0.886363636,0.0,6,0.0,49261373,0.0039840637450199,0,0.0105211646684609,0,强链接,C12M;G01N;C12N;A61K;C07K;A61P;C12Q,7,0.5651493128398893
49264281,2,48.0,0.812065788,1298.0,0.059114313,0.0,0.017751479,3,1,US,1994,A,0.969072165,0.0,4,0.0,49264281,0.0,2,0.0,2,,A61K;C07K;C12N,3,0.534097436181494
49268314,2,0.0,0.987199434,0.0,0.104979317,0.0,0.000805,1,2,US,2005,A,0.567164179,0.0,4,0.0,49268314,0.0,1,0.0,1,弱链接,A61F;C08G;A61K,3,0.7961913430581037
49270606,2,0.0,0.846993111,0.0,0.148696145,0.0,0.015873016,2,8,US,2002,A,0.87037037,0.0,4,0.0,49270606,0.0,1,0.0,1,弱链接,A61K;C07C;A61P;C07F,4,0.5845078399013947
49273541,0,5.0,0.848376634,38.33333333,0.0,0.0,0.0,0,6,US,2002,A,0.85840708,0.104938272,4,0.011012041,49273541,0.0714285714285714,0,0.3148148148148148,0,强链接,G01N;C12N;A61K;C07K;A61P;C12Q,6,0.5480386160131006
49274447,2,2.666666667,0.921219497,13.16666667,0.709554695,0.0,0.053191489,5,3,US,1994,A,0.75,0.0,7,0.0,49274447,0.0,1,0.0,1,弱链接,C07D;A61K;C07F;C07B,4,0.6971367951137978
49278771,2,54.5,0.991758822,824.0,0.272727273,0.0,0.045454545,1,8,US,2002,A,0.5,0.0,2,0.0,49278771,0.0,2,0.0,2,,C08F;A61K;C08G,3,0.6172975997591551
49280099,2,0.0,0.824129212,0.0,0.0,0.0,0.0,0,27,US,1994,A,0.942857143,0.0,4,0.0,49280099,0.0,1,0.0,1,弱链接,C12R;C12N;A61K;C07K;A61P,5,0.5585390966842211
49282510,1,13.0,0.965297793,391.0,0.229260632,0.038515116,0.000394,7,20,US,2002,A,0.712209302,0.0,1,0.0,49282510,0.0,1,0.0,1,弱链接,A01K;C12N;C12P;A61K;C07H;A01H;C12Q,7,0.5921207393522832
49282784,0,18.0,0.900222881,1078.5,0.0,0.0,0.0,0,15,US,2002,A,0.814159292,0.043170754,4,0.001863714,49282784,0.0268456375838926,0,0.1058320198153569,0,强链接,C12R;G01N;C12P;C12N;A61K;C07K;A61P;C12Q,8,0.5745356844882591
49282834,2,0.0,0.9051605,0.0,0.0,0.0,0.0,0,2,US,2005,A,0.869565217,0.0,1,0.0,49282834,0.0015576323987538,1,0.0053813757604117,0,强链接,A61K;G01N,2,0.6753434781327368
49284150,2,0.0,0.965297793,0.0,0.224786788,0.0,0.001249479,3,20,US,2002,A,0.667763158,0.0,1,0.0,49284150,0.0,1,0.0,1,弱链接,A01K;C12N;C12P;A61K;C07H;A01H;C12Q,7,0.5921207393522832
49287864,0,17.83333333,0.863711775,476.1666667,0.764026139,0.0,0.101694915,12,1,US,1999,A,0.567567568,0.185837105,2,0.03453543,49287864,0.0459183673469387,0,0.123006833712984,0,强链接,A61K;C12Q;C07K,3,0.6067217172649643
49288300,2,0.0,0.0,0.0,0.160972284,0.0,0.06,3,3,US,1994,A,0.826086957,0.0,4,0.0,49288300,0.05,0,0.1559633027522936,0,强链接,A61K,1,0.0
49290390,2,0.0,0.564834507,0.0,0.079671717,0.0,0.027027027,1,27,US,1994,A,0.80952381,0.0,2,0.0,49290390,0.0208333333333333,0,0.0530973451327433,0,强链接,C07D;A61K;A61P,3,0.5585213767579899
49291677,1,48.0,0.0,1220.0,0.433616145,0.0,0.047058824,8,2,US,2005,A,0.776859504,0.0,4,0.0,49291677,0.0,1,0.0,1,弱链接,A61K,1,0.0
49294004,2,38.0,0.804610494,223.5,0.268190802,0.0,0.00255102,5,12,US,2002,A,0.694300518,0.0,4,0.0,49294004,0.0,2,0.0,2,,C12P;C12N;A61K;C07K;A61P,5,0.5227169761817981
49295311,0,48.0,0.910522709,2331.0,0.611607143,0.0,0.090909091,1,1,US,1994,A,0.466666667,0.084367246,4,0.007117832,49295311,0.0258620689655172,0,0.074398249452954,0,强链接,C07D;A61K;C07F;G01N,4,0.680329539234214
49296002,0,21.5,0.877964757,476.0,0.0,0.0,0.0,0,5,US,1999,A,0.0,0.088586031,2,0.007847485,49296002,0.0307692307692307,0,0.085667215815486,0,强链接,A61L;A61K;C07K;A61P;A61F,5,0.60527230382266
49296683,2,8.5,0.0,80.0,0.184316073,0.0,0.004,3,13,US,2005,A,0.481481481,0.0,4,0.0,49296683,0.0,2,0.0,2,,A61K,1,0.0
49299414,0,19.1,0.801778316,889.1,0.0,0.0,0.0,0,8,US,1999,A,0.927272727,0.075449219,2,0.005692585,49299414,0.0051020408163265,0,0.008887171561051,0,强链接,G01N;C12N;A61K;C07K;A61P,5,0.5654793639159512
49303867,2,0.0,0.851266254,0.0,0.0,0.0,0.0,0,6,US,1999,A,0.957142857,0.0,4,0.0,49303867,0.0079575596816976,0,0.0463272120200333,0,强链接,G01N;C12N;A61K;C07K;A61P;C12Q,6,0.5480386160131006
49304360,2,0.0,0.321016628,0.0,0.068433022,0.0,0.002512563,1,12,US,2005,A,0.631578947,0.0,4,0.0,49304360,0.0538461538461538,0,0.4088388780169602,0,强链接,A61K;A61P,2,0.40579033829646605
49308303,2,20.0,0.875399113,365.5,0.304575918,0.0,0.026666667,2,30,US,2002,A,0.896551724,0.0,4,0.0,49308303,0.0,1,0.0,1,弱链接,G01N;C12P;C12N;A61K;A61P;C12Q,6,0.534789333306929
49309588,0,42.0,0.913686847,1813.5,0.038461538,0.0,0.038461538,1,7,US,1994,A,0.987951807,0.142523364,4,0.020312909,49309588,0.0239520958083832,0,0.1203155818540434,0,强链接,G01N;C12N;A61K;C07K;C12Q,5,0.5618862396633935
49316261,2,0.0,0.812065788,0.0,0.274747475,0.0,0.068965517,2,1,US,1994,A,0.970873786,0.0,2,0.0,49316261,0.0714285714285714,0,0.2083333333333333,0,强链接,A61K;C07K;C12N,3,0.534097436181494
49317180,2,0.0,0.720060981,0.0,0.375,0.0,0.021276596,1,11,US,1999,A,0.893617021,0.0,2,0.0,49317180,0.0153846153846153,0,0.0347826086956521,0,强链接,A61K;C07K;C12N;A61P,4,0.5092216181956349
49324183,2,0.0,0.888991163,0.0,0.389321789,0.0,0.129032258,4,13,US,1988,A,0.555555556,0.0,1,0.0,49324183,0.0,2,0.0,2,,G01N;C12P;C12N;A61K;C07K;A61P,6,0.5643987795578466
49324886,2,0.0,0.903589461,0.0,0.148633057,0.0,0.00280112,2,1,US,2002,A,0.217391304,0.0,1,0.0,49324886,0.0,2,0.0,2,,A61K;C12N;A61L,3,0.566788356976348
49325296,2,0.0,0.355168014,0.0,0.108187135,0.0,0.095238095,2,5,US,1994,A,0.818181818,0.0,1,0.0,49325296,0.0,1,0.0,1,弱链接,A61K;A61P,2,0.40579033829646605
49325916,0,51.0,0.76199444,2208.5,0.198458574,0.0,0.016666667,2,2,US,1999,A,0.946524064,0.085333333,4,0.007281778,49325916,0.0204081632653061,0,0.0684805869764598,0,强链接,A61K;C07K;C12N,3,0.534097436181494
49328361,0,24.0,0.0,150.5,0.065797438,0.0,0.001416431,1,6,US,1999,A,0.5,0.385714286,4,0.14877551,49328361,0.0625,0,0.3857142857142857,0,强链接,A61K,1,0.0
49330123,1,43.0,0.812065788,391.0,0.219905014,0.0,0.002624672,1,3,US,1994,A,0.755102041,0.0,4,0.0,49330123,0.0,1,0.0,1,弱链接,A61K;C07K;C12N,3,0.534097436181494
49334716,0,18.0,0.851266254,589.0,0.123958634,0.0,0.00660066,2,5,US,1999,A,0.8125,0.020560748,1,0.000423,49334716,0.0129870129870129,0,0.0141206675224646,0,强链接,G01N;C12N;A61K;C07K;A61P;C12Q,6,0.5480386160131006
49336772,2,0.0,0.564834507,0.0,0.607639364,0.0,0.092307692,12,13,US,1994,A,0.741935484,0.0,7,0.0,49336772,0.0,1,0.0,1,弱链接,C07D;A61K;A61P,3,0.5585213767579899
49343934,2,0.0,0.746798053,0.0,0.0,0.0,0.0,0,3,US,1994,A,0.933333333,0.0,4,0.0,49343934,0.0082644628099173,0,0.0247747747747747,0,强链接,A61K;C07K,2,0.5653148564634705
49344543,1,18.5,0.830646533,230.5,0.0,0.0,0.0,0,4,US,1994,A,0.96,0.0,4,0.0,49344543,0.0,1,0.0,1,弱链接,G01N;C12N;A61K;C07K;A61P,5,0.5654793639159512
49345501,2,0.0,0.878306878,0.0,0.0,0.0,0.0,0,6,US,1999,A,0.77173913,0.0,4,0.0,49345501,0.0,1,0.0,1,弱链接,C12R;C12N;C12P;A61K;C07K;C07H;A61P,7,0.5671763944821147
49345682,2,6.5,0.878925657,25.0,0.166666667,0.0,0.166666667,1,1,US,1999,A,0.96969697,0.0,4,0.0,49345682,0.0,2,0.0,2,,A61K;C12Q;C12N,3,0.4856263957888048
49346836,2,0.0,0.830646533,0.0,0.0,0.0,0.0,0,8,US,1994,A,0.9,0.0,1,0.0,49346836,0.0069686411149825,0,0.003579098067287,0,强链接,G01N;C12N;A61K;C07K;A61P,5,0.5654793639159512
49348381,1,14.0,0.942904517,384.0,0.0,0.0,0.0,0,6,US,1994,A,0.947368421,0.0,4,0.0,49348381,0.0,1,0.0,1,弱链接,A61K;C12Q;C07H;C12N,4,0.5320136503427698
49351796,2,0.0,0.746798053,0.0,0.0,0.0,0.0,0,2,US,1994,A,0.851851852,0.0,2,0.0,49351796,0.0,1,0.0,1,弱链接,A61K;C07K,2,0.5653148564634705
49355598,0,22.0,0.704950229,465.0,0.552370187,0.0,0.009118541,6,12,US,1999,A,0.463276836,0.014204545,4,0.000202,49355598,0.0135135135135135,0,0.0138121546961325,0,强链接,A61K;C07K,2,0.5653148564634705
49356863,2,3.5,0.753735615,185.5,0.073304876,0.0,0.00096,1,18,US,2002,A,0.9,0.0,1,0.0,49356863,0.0,2,0.0,2,,A61K;C07K,2,0.5653148564634705
49361077,2,10.0,0.976842006,140.5,0.0483648,0.0,0.02,2,6,US,1994,A,0.0,0.0,4,0.0,49361077,0.0,1,0.0,1,弱链接,A61K;A61L;C08B,3,0.7206083994333395
49363498,2,10.0,0.901554894,150.5,0.140199498,0.0,0.017391304,6,2,US,1994,A,0.732142857,0.0,4,0.0,49363498,0.0,2,0.0,2,,A61K;C07K;A01N,3,0.6502078747895217
49369958,0,48.0,0.845077745,1305.5,0.379771762,0.002747253,0.020512821,10,2,US,1994,A,0.0,0.028837209,4,0.000832,49369958,0.0112359550561797,0,0.0214236351071181,0,强链接,A61K;C07K;C12P,3,0.597567419273673
49369976,2,0.0,0.795886699,0.0,0.422222222,0.0,0.214285714,3,8,US,1994,A,0.7,0.0,4,0.0,49369976,0.0,1,0.0,1,弱链接,A61K;C07K;A61P;G01N,4,0.5746004614112168
49371932,2,0.0,0.878070702,0.0,0.0,0.0,0.0,0,4,US,2005,A,0.857142857,0.0,6,0.0,49371932,0.0,1,0.0,1,弱链接,C12N;A61K;G06F;A61P;C12Q,5,0.6476560273916616
49378400,0,42.0,0.878540259,1813.5,0.009433962,0.0,0.009433962,1,7,US,1994,A,0.986111111,0.142523364,4,0.020312909,49378400,0.0239520958083832,0,0.1203155818540434,0,强链接,G01N;C12N;A61K;C07K;A61P;C12Q,6,0.5480386160131006
49383328,1,26.0,0.929755179,322.5,0.0,0.0,0.0,0,3,US,1999,A,0.971428571,0.0,4,0.0,49383328,0.0,1,0.0,1,弱链接,A61K;C07H,2,0.7779950931791697
49384669,1,42.0,0.97303135,475.5,0.164494761,0.0,0.004444444,2,3,US,2002,A,0.555555556,0.0,4,0.0,49384669,0.0,1,0.0,1,弱链接,A61F;A61L;A61K,3,0.5436027393440539
49388421,2,4.0,0.825798135,32.5,0.35760321,0.0,0.00896861,8,6,US,1999,A,0.645833333,0.0,2,0.0,49388421,0.0,2,0.0,2,,C12N;A61K;A61N;A61P,4,0.6137212287915994
49389717,2,0.0,0.897845251,0.0,0.655300063,0.0,0.005555556,1,3,US,2004,A,0.882608696,0.0,2,0.0,49389717,0.050438596491228,0,0.2851298834117406,0,强链接,C07K;A61K;C07H,3,0.6198135863775157
49390799,2,0.0,0.602555344,0.0,0.0,0.0,0.0,0,30,US,2000,A,0.333333333,0.0,2,0.0,49390799,0.0,2,0.0,2,,C07D;A61K;A61P,3,0.5585213767579899
49391288,0,11.5,0.794478074,600.5,0.185215442,0.0,0.016172507,6,35,US,1999,A,0.678571429,0.024498886,1,0.0006,49391288,0.0317460317460317,0,0.0158730158730158,0,强链接,C12P;C12N;A61K;C07K;A61P,5,0.5227169761817981
49393569,2,0.0,0.487591805,0.0,0.0,0.0,0.0,0,7,US,1981,A,0.0,0.0,4,0.0,49393569,0.0,1,0.0,1,弱链接,C07D;A61K;A61P,3,0.5585213767579899
49394056,0,27.5,0.600457358,386.0,0.542066478,0.00249616,0.017241379,13,10,US,1999,A,0.689655172,0.04375,4,0.001914062,49394056,0.0125,0,0.0433884297520661,0,强链接,C07D;A61K;A61P,3,0.5585213767579899
49394124,2,0.0,0.577363633,0.0,0.0,0.0,0.0,0,11,US,2003,A,0.714285714,0.0,4,0.0,49394124,0.0069930069930069,0,0.0053705692803437,0,强链接,C07D;A61K;A61P,3,0.5585213767579899
49395919,2,0.0,0.629589883,0.0,0.419787846,0.023212365,0.087719298,7,14,US,2002,A,0.857142857,0.0,1,0.0,49395919,0.0,2,0.0,2,,A61K;C07K;A61P,3,0.4893756675274577
49398643,0,6.666666667,0.0,428.6666667,0.247471448,0.0,0.010204082,2,1,US,1999,A,0.666666667,0.009683099,4,9.38e-05,49398643,0.0059171597633136,0,0.0284974093264248,0,强链接,A61K,1,0.0
49402473,2,0.0,0.783114727,0.0,0.174284865,0.0,0.001361656,5,17,US,2005,A,0.572254335,0.0,4,0.0,49402473,0.045045045045045,0,0.1180555555555555,0,强链接,A61K;C07K,2,0.5653148564634705
49402537,0,5.0,0.863276917,13.5,0.364285714,0.0,0.115384615,3,12,US,2003,A,0.807692308,0.383808096,3,0.147308655,49402537,0.25,0,0.5384615384615384,0,强链接,A61K;C12Q;C07K;C12N,4,0.5260203835401284
49403713,0,38.5,0.783114727,513.0,0.0,0.0,0.0,0,17,US,2005,A,0.6,0.123188406,4,0.015175383,49403713,0.045045045045045,0,0.1180555555555555,0,强链接,A61K;C07K,2,0.5653148564634705
49404142,2,0.0,0.965806513,0.0,0.264097744,0.0,0.029411765,1,2,US,1994,A,0.6875,0.0,5,0.0,49404142,0.0,1,0.0,1,弱链接,A61K;A23L,2,0.5649615945271644
49404838,0,64.0,0.856170956,263.5,0.25473239,0.0,0.050847458,3,32,US,2005,A,0.636363636,0.054313099,4,0.002949913,49404838,0.0384615384615384,0,0.0470914127423822,0,强链接,C07D;A61K;C07H;A61P;C07F,5,0.5624162325817654
49407761,2,0.0,0.788008379,0.0,0.0,0.0,0.0,0,2,US,2005,A,0.739130435,0.0,1,0.0,49407761,0.0864197530864197,0,0.2859383167799268,0,强链接,A61K;C12N,2,0.515266476217991
49407899,2,12.5,0.628235136,54.0,0.234461806,0.0,0.011560694,2,21,US,1999,A,0.482758621,0.0,1,0.0,49407899,0.0,2,0.0,2,,A61K;C07K;A61P,3,0.4893756675274577
49413260,2,0.0,0.860566015,0.0,0.0,0.0,0.0,0,8,US,2002,A,0.902439024,0.0,4,0.0,49413260,0.0266666666666666,0,0.0631888317413666,0,强链接,A61K;C12Q;C07K;C12N,4,0.5260203835401284
49421609,2,0.0,0.967980528,0.0,0.069879116,0.0,0.003424658,1,9,US,1994,A,0.368421053,0.0,4,0.0,49421609,0.0,1,0.0,1,弱链接,C12N;B01J;A61L;A61K;A01N,5,0.5810109470560727
49421748,0,22.5,0.753735615,475.2857143,0.425778435,0.029627741,0.006050605,17,4,US,2002,A,0.705882353,0.011713561,7,0.000137,49421748,0.0,1,0.0,1,弱链接,A61K;C07K,2,0.5653148564634705
49423109,0,9.0,0.873612559,129.1666667,0.552682125,0.098751582,0.007995736,79,5,US,2002,A,0.522522523,0.344985332,7,0.119014879,49423109,0.0999261315876614,0,0.4283503719695953,0,强链接,A61K;C12Q;C12N,3,0.4856263957888048
49423768,2,0.0,0.858140974,0.0,0.0,0.0,0.0,0,4,US,1999,A,0.977777778,0.0,4,0.0,49423768,0.0334728033472803,0,0.1991643454038997,0,强链接,C12R;C12N;A61K;C07K;A61P;C12Q,6,0.548984043037154
49427568,2,0.0,0.919987327,0.0,0.262532395,0.0,0.005082592,4,7,US,2002,A,0.731092437,0.0,4,0.0,49427568,0.0222222222222222,0,0.0498442367601246,0,强链接,C07D;C12R;G01N;C12N;C12P;A61K;C07C;C07K;A61P;C12Q,10,0.6003165867411526
49432520,1,63.5,0.858879594,2598.0,0.860983844,0.032627511,-0.043010753,34,12,US,1994,A,0.634615385,0.0,4,0.0,49432520,0.0,1,0.0,1,弱链接,G01N;C12P;C12N;A61K;C07K;A61P,6,0.5643987795578466
49434305,0,8.166666667,0.90542848,289.3333333,0.0,0.0,0.0,0,17,US,2002,A,0.875,0.152956298,3,0.023395629,49434305,0.0493827160493827,0,0.6934801016088061,0,强链接,G01N;C12P;C12N;A61K;C07K;C12Q,6,0.5612982124777858
49435478,2,0.0,0.720060981,0.0,0.0,0.0,0.0,0,21,US,1999,A,0.901408451,0.0,2,0.0,49435478,0.0429447852760736,0,0.1943262411347517,0,强链接,A61K;C07K;C12N;A61P,4,0.5092216181956349
49437688,2,0.0,0.855654068,0.0,0.62282951,0.0,0.043478261,2,1,US,1989,A,0.516129032,0.0,4,0.0,49437688,0.0,2,0.0,2,,A61K;C07K;C12N,3,0.534097436181494
49445355,2,13.5,0.0,184.0,0.55371518,0.014171747,0.052287582,10,3,US,1999,A,0.891025641,0.0,4,0.0,49445355,0.0,1,0.0,1,弱链接,A61K,1,0.0
49449076,2,13.5,0.868410905,184.0,0.0,0.0,0.0,0,3,US,1999,A,0.957055215,0.0,4,0.0,49449076,0.0,1,0.0,1,弱链接,C07K;A61K;C07H,3,0.6198135863775157
49452979,2,0.0,0.564834507,0.0,0.316059408,0.0,0.03125,4,21,US,1994,A,0.5,0.0,4,0.0,49452979,0.0454545454545454,0,0.1812865497076023,0,强链接,C07D;A61K;A61P,3,0.5585213767579899
49457962,2,72.0,0.0,5660.0,0.0,0.0,0.0,0,1,US,1999,A,0.625,0.0,4,0.0,49457962,0.0032967032967032,0,0.0093548387096774,0,强链接,A61K,1,0.0
49459561,0,7.166666667,0.882113415,129.3,0.3125,0.0,0.064516129,2,6,US,1989,A,0.5,0.128960783,2,0.016630884,49459561,0.0784313725490196,0,0.4484848484848485,0,强链接,A61K;C12P;C07K;C12N,4,0.5473755820079901
49464088,2,0.0,0.972819804,0.0,0.381269625,0.0,0.04,4,20,US,2005,A,0.379310345,0.0,6,0.0,49464088,0.0,1,0.0,1,弱链接,A61M;A61K,2,0.6852216830650688
49464575,2,0.0,0.7150031,0.0,0.324949016,0.0,0.006872852,2,27,US,2002,A,0.315789474,0.0,4,0.0,49464575,0.0898876404494382,0,0.5258620689655172,0,强链接,A61K;C07C;A61P,3,0.5796044039948274
49465547,2,0.0,0.0,0.0,0.166666667,0.0,0.166666667,1,3,US,1994,A,0.666666667,0.0,1,0.0,49465547,0.0,1,0.0,1,弱链接,A61K,1,0.0
